GRAMS	Dust Mass(Msun)	Max C2H2 log(n/cm2)
3442	1.97502E-02	19.79
3443	1.31668E-02	19.62
3444	1.31668E-03	18.62
3445	1.31668E-04	17.62
3446	1.31668E-05	16.62
3447	3.29169E-02	20.01
3448	2.63335E-02	19.92
3449	2.63335E-03	18.92
3450	2.63335E-04	17.92
3451	2.63335E-05	16.92
3452	4.60837E-02	20.16
3453	3.95003E-02	20.09
3454	3.95003E-03	19.09
3455	5.26671E-02	20.22
3456	5.26671E-03	19.22
3457	5.26671E-04	18.22
3458	5.26671E-05	17.22
3459	6.58339E-03	19.31
3460	7.90006E-03	19.39
3461	7.90006E-04	18.39
3462	7.90006E-05	17.39
3463	9.21674E-03	19.46
3464	1.05334E-02	19.52
3465	1.05334E-03	18.52
3466	1.05334E-04	17.52
3467	1.18501E-02	19.57
3468	3.26061E-06	17.62
3469	3.26061E-07	16.62
3470	6.52122E-06	17.92
3471	6.52122E-07	16.92
3472	1.30424E-05	18.22
3473	1.30424E-06	17.22
3474	1.95637E-05	18.39
3475	1.95637E-06	17.39
3476	2.60849E-05	18.52
3477	2.60849E-06	17.52
3478	1.30424E-03	19.62
3479	1.30424E-04	18.62
3480	1.30424E-05	17.62
3481	1.30424E-06	16.62
3482	2.60849E-04	18.92
3483	2.60849E-05	17.92
3484	2.60849E-06	16.92
3485	3.91274E-04	19.09
3486	5.21698E-04	19.22
3487	5.21698E-05	18.22
3488	5.21698E-06	17.22
3489	6.52123E-04	19.31
3490	7.82547E-04	19.39
3491	7.82547E-05	18.39
3492	7.82547E-06	17.39
3493	9.12972E-04	19.46
3494	1.04340E-03	19.52
3495	1.04340E-04	18.52
3496	1.04340E-05	17.52
3497	1.17382E-03	19.57
3498	4.40183E-03	19.79
3499	2.93455E-03	19.62
3500	2.93455E-04	18.62
3501	2.93455E-05	17.62
3502	2.93455E-06	16.62
3503	7.33638E-03	20.01
3504	5.86910E-03	19.92
3505	5.86910E-04	18.92
3506	5.86910E-05	17.92
3507	5.86910E-06	16.92
3508	8.80366E-03	20.09
3509	8.80366E-04	19.09
3510	1.17382E-03	19.22
3511	1.17382E-04	18.22
3512	1.17382E-05	17.22
3513	1.46728E-03	19.31
3514	1.76073E-03	19.39
3515	1.76073E-04	18.39
3516	1.76073E-05	17.39
3517	2.05419E-03	19.46
3518	2.34764E-03	19.52
3519	2.34764E-04	18.52
3520	2.34764E-05	17.52
3521	2.64110E-03	19.57
3522	1.06513E-02	19.79
3523	7.10089E-03	19.62
3524	7.10089E-04	18.62
3525	7.10089E-05	17.62
3526	7.10089E-06	16.62
3527	1.77522E-02	20.01
3528	1.42018E-02	19.92
3529	1.42018E-03	18.92
3530	1.42018E-04	17.92
3531	1.42018E-05	16.92
3532	2.48531E-02	20.16
3533	2.13027E-02	20.09
3534	2.13027E-03	19.09
3535	2.84036E-02	20.22
3536	2.84036E-03	19.22
3537	2.84036E-04	18.22
3538	2.84036E-05	17.22
3539	3.55045E-03	19.31
3540	4.26053E-03	19.39
3541	4.26053E-04	18.39
3542	4.26053E-05	17.39
3543	4.97062E-03	19.46
3544	5.68071E-03	19.52
3545	5.68071E-04	18.52
3546	5.68071E-05	17.52
3547	6.39080E-03	19.57
3548	3.13019E-02	19.79
3549	2.08679E-02	19.62
3550	2.08679E-03	18.62
3551	2.08679E-04	17.62
3552	2.08679E-05	16.62
3553	5.21698E-02	20.01
3554	4.17358E-02	19.92
3555	4.17358E-03	18.92
3556	4.17358E-04	17.92
3557	4.17358E-05	16.92
3558	7.30377E-02	20.16
3559	6.26038E-02	20.09
3560	6.26038E-03	19.09
3561	8.34717E-02	20.22
3562	8.34717E-03	19.22
3563	8.34717E-04	18.22
3564	8.34717E-05	17.22
3565	1.04340E-02	19.31
3566	1.25208E-02	19.39
3567	1.25208E-03	18.39
3568	1.25208E-04	17.39
3569	1.46075E-02	19.46
3570	1.66943E-02	19.52
3571	1.66943E-03	18.52
3572	1.66943E-04	17.52
3573	1.87811E-02	19.57
3574	3.26061E-06	17.62
3575	3.26061E-07	16.62
3576	6.52122E-06	17.92
3577	6.52122E-07	16.92
3578	1.30424E-05	18.22
3579	1.30424E-06	17.22
3580	1.95637E-05	18.39
3581	1.95637E-06	17.39
3582	2.60849E-05	18.52
3583	2.60849E-06	17.52
3584	1.30424E-03	19.62
3585	1.30424E-04	18.62
3586	1.30424E-05	17.62
3587	1.30424E-06	16.62
3588	2.60849E-04	18.92
3589	2.60849E-05	17.92
3590	2.60849E-06	16.92
3591	3.91274E-04	19.09
3592	5.21698E-04	19.22
3593	5.21698E-05	18.22
3594	5.21698E-06	17.22
3595	6.52123E-04	19.31
3596	7.82547E-04	19.39
3597	7.82547E-05	18.39
3598	7.82547E-06	17.39
3599	9.12972E-04	19.46
3600	1.04340E-03	19.52
3601	1.04340E-04	18.52
3602	1.04340E-05	17.52
3603	1.17382E-03	19.57
3604	4.40183E-03	19.79
3605	2.93455E-03	19.62
3606	2.93455E-04	18.62
3607	2.93455E-05	17.62
3608	2.93455E-06	16.62
3609	7.33638E-03	20.01
3610	5.86910E-03	19.92
3611	5.86910E-04	18.92
3612	5.86910E-05	17.92
3613	5.86910E-06	16.92
3614	8.80366E-03	20.09
3615	8.80366E-04	19.09
3616	1.17382E-03	19.22
3617	1.17382E-04	18.22
3618	1.17382E-05	17.22
3619	1.46728E-03	19.31
3620	1.76073E-03	19.39
3621	1.76073E-04	18.39
3622	1.76073E-05	17.39
3623	2.05419E-03	19.46
3624	2.34764E-03	19.52
3625	2.34764E-04	18.52
3626	2.34764E-05	17.52
3627	2.64110E-03	19.57
3628	1.06513E-02	19.79
3629	7.10089E-03	19.62
3630	7.10089E-04	18.62
3631	7.10089E-05	17.62
3632	7.10089E-06	16.62
3633	1.77522E-02	20.01
3634	1.42018E-02	19.92
3635	1.42018E-03	18.92
3636	1.42018E-04	17.92
3637	1.42018E-05	16.92
3638	2.48531E-02	20.16
3639	2.13027E-02	20.09
3640	2.13027E-03	19.09
3641	2.84036E-02	20.22
3642	2.84036E-03	19.22
3643	2.84036E-04	18.22
3644	2.84036E-05	17.22
3645	3.55045E-03	19.31
3646	4.26053E-03	19.39
3647	4.26053E-04	18.39
3648	4.26053E-05	17.39
3649	4.97062E-03	19.46
3650	5.68071E-03	19.52
3651	5.68071E-04	18.52
3652	5.68071E-05	17.52
3653	6.39080E-03	19.57
3654	3.13019E-02	19.79
3655	2.08679E-02	19.62
3656	2.08679E-03	18.62
3657	2.08679E-04	17.62
3658	2.08679E-05	16.62
3659	5.21698E-02	20.01
3660	4.17358E-02	19.92
3661	4.17358E-03	18.92
3662	4.17358E-04	17.92
3663	4.17358E-05	16.92
3664	7.30377E-02	20.16
3665	6.26038E-02	20.09
3666	6.26038E-03	19.09
3667	8.34717E-02	20.22
3668	8.34717E-03	19.22
3669	8.34717E-04	18.22
3670	8.34717E-05	17.22
3671	1.04340E-02	19.31
3672	1.25208E-02	19.39
3673	1.25208E-03	18.39
3674	1.25208E-04	17.39
3675	1.46075E-02	19.46
3676	1.66943E-02	19.52
3677	1.66943E-03	18.52
3678	1.66943E-04	17.52
3679	1.87811E-02	19.57
3680	4.10487E-06	17.62
3681	4.10487E-07	16.62
3682	8.20974E-06	17.92
3683	8.20974E-07	16.92
3684	1.64195E-05	18.22
3685	1.64195E-06	17.22
3686	2.46292E-05	18.39
3687	2.46292E-06	17.39
3688	3.28389E-05	18.52
3689	3.28389E-06	17.52
3690	1.64195E-03	19.62
3691	1.64195E-04	18.62
3692	1.64195E-05	17.62
3693	1.64195E-06	16.62
3694	3.28390E-04	18.92
3695	3.28390E-05	17.92
3696	3.28390E-06	16.92
3697	4.92584E-04	19.09
3698	6.56779E-04	19.22
3699	6.56779E-05	18.22
3700	6.56779E-06	17.22
3701	8.20974E-04	19.31
3702	9.85168E-04	19.39
3703	9.85169E-05	18.39
3704	9.85168E-06	17.39
3705	1.14936E-03	19.46
3706	1.31356E-03	19.52
3707	1.31356E-04	18.52
3708	1.31356E-05	17.52
3709	1.47775E-03	19.57
3710	5.54157E-03	19.79
3711	3.69438E-03	19.62
3712	3.69438E-04	18.62
3713	3.69438E-05	17.62
3714	3.69438E-06	16.62
3715	9.23595E-03	20.01
3716	7.38876E-03	19.92
3717	7.38876E-04	18.92
3718	7.38876E-05	17.92
3719	7.38876E-06	16.92
3720	1.10831E-02	20.09
3721	1.10831E-03	19.09
3722	1.47775E-03	19.22
3723	1.47775E-04	18.22
3724	1.47775E-05	17.22
3725	1.84719E-03	19.31
3726	2.21663E-03	19.39
3727	2.21663E-04	18.39
3728	2.21663E-05	17.39
3729	2.58607E-03	19.46
3730	2.95551E-03	19.52
3731	2.95551E-04	18.52
3732	2.95551E-05	17.52
3733	3.32494E-03	19.57
3734	1.34092E-02	19.79
3735	8.93949E-03	19.62
3736	8.93949E-04	18.62
3737	8.93949E-05	17.62
3738	8.93949E-06	16.62
3739	2.23487E-02	20.01
3740	1.78790E-02	19.92
3741	1.78790E-03	18.92
3742	1.78790E-04	17.92
3743	1.78790E-05	16.92
3744	3.12882E-02	20.16
3745	2.68185E-02	20.09
3746	2.68185E-03	19.09
3747	3.57580E-02	20.22
3748	3.57580E-03	19.22
3749	3.57580E-04	18.22
3750	3.57580E-05	17.22
3751	4.46975E-03	19.31
3752	5.36370E-03	19.39
3753	5.36370E-04	18.39
3754	5.36370E-05	17.39
3755	6.25764E-03	19.46
3756	7.15159E-03	19.52
3757	7.15159E-04	18.52
3758	7.15159E-05	17.52
3759	8.04554E-03	19.57
3760	3.94067E-02	19.79
3761	2.62712E-02	19.62
3762	2.62712E-03	18.62
3763	2.62712E-04	17.62
3764	2.62712E-05	16.62
3765	6.56779E-02	20.01
3766	5.25423E-02	19.92
3767	5.25423E-03	18.92
3768	5.25423E-04	17.92
3769	5.25423E-05	16.92
3770	9.19491E-02	20.16
3771	7.88135E-02	20.09
3772	7.88135E-03	19.09
3773	1.05085E-01	20.22
3774	1.05085E-02	19.22
3775	1.05085E-03	18.22
3776	1.05085E-04	17.22
3777	1.31356E-02	19.31
3778	1.57627E-02	19.39
3779	1.57627E-03	18.39
3780	1.57627E-04	17.39
3781	1.83898E-02	19.46
3782	2.10169E-02	19.52
3783	2.10169E-03	18.52
3784	2.10169E-04	17.52
3785	2.36440E-02	19.57
3786	4.10487E-06	17.62
3787	4.10487E-07	16.62
3788	8.20974E-06	17.92
3789	8.20974E-07	16.92
3790	1.64195E-05	18.22
3791	1.64195E-06	17.22
3792	2.46292E-05	18.39
3793	2.46292E-06	17.39
3794	3.28389E-05	18.52
3795	3.28389E-06	17.52
3796	1.64195E-03	19.62
3797	1.64195E-04	18.62
3798	1.64195E-05	17.62
3799	1.64195E-06	16.62
3800	3.28390E-04	18.92
3801	3.28390E-05	17.92
3802	3.28390E-06	16.92
3803	4.92584E-04	19.09
3804	6.56779E-04	19.22
3805	6.56779E-05	18.22
3806	6.56779E-06	17.22
3807	8.20974E-04	19.31
3808	9.85168E-04	19.39
3809	9.85169E-05	18.39
3810	9.85168E-06	17.39
3811	1.14936E-03	19.46
3812	1.31356E-03	19.52
3813	1.31356E-04	18.52
3814	1.31356E-05	17.52
3815	1.47775E-03	19.57
3816	5.54157E-03	19.79
3817	3.69438E-03	19.62
3818	3.69438E-04	18.62
3819	3.69438E-05	17.62
3820	3.69438E-06	16.62
3821	9.23595E-03	20.01
3822	7.38876E-03	19.92
3823	7.38876E-04	18.92
3824	7.38876E-05	17.92
3825	7.38876E-06	16.92
3826	1.10831E-02	20.09
3827	1.10831E-03	19.09
3828	1.47775E-03	19.22
3829	1.47775E-04	18.22
3830	1.47775E-05	17.22
3831	1.84719E-03	19.31
3832	2.21663E-03	19.39
3833	2.21663E-04	18.39
3834	2.21663E-05	17.39
3835	2.58607E-03	19.46
3836	2.95551E-03	19.52
3837	2.95551E-04	18.52
3838	2.95551E-05	17.52
3839	3.32494E-03	19.57
3840	1.34092E-02	19.79
3841	8.93949E-03	19.62
3842	8.93949E-04	18.62
3843	8.93949E-05	17.62
3844	8.93949E-06	16.62
3845	2.23487E-02	20.01
3846	1.78790E-02	19.92
3847	1.78790E-03	18.92
3848	1.78790E-04	17.92
3849	1.78790E-05	16.92
3850	3.12882E-02	20.16
3851	2.68185E-02	20.09
3852	2.68185E-03	19.09
3853	3.57580E-02	20.22
3854	3.57580E-03	19.22
3855	3.57580E-04	18.22
3856	3.57580E-05	17.22
3857	4.46975E-03	19.31
3858	5.36370E-03	19.39
3859	5.36370E-04	18.39
3860	5.36370E-05	17.39
3861	6.25764E-03	19.46
3862	7.15159E-03	19.52
3863	7.15159E-04	18.52
3864	7.15159E-05	17.52
3865	8.04554E-03	19.57
3866	3.94067E-02	19.79
3867	2.62712E-02	19.62
3868	2.62712E-03	18.62
3869	2.62712E-04	17.62
3870	2.62712E-05	16.62
3871	6.56779E-02	20.01
3872	5.25423E-02	19.92
3873	5.25423E-03	18.92
3874	5.25423E-04	17.92
3875	5.25423E-05	16.92
3876	9.19491E-02	20.16
3877	7.88135E-02	20.09
3878	7.88135E-03	19.09
3879	1.05085E-01	20.22
3880	1.05085E-02	19.22
3881	1.05085E-03	18.22
3882	1.05085E-04	17.22
3883	1.31356E-02	19.31
3884	1.57627E-02	19.39
3885	1.57627E-03	18.39
3886	1.57627E-04	17.39
3887	1.83898E-02	19.46
3888	2.10169E-02	19.52
3889	2.10169E-03	18.52
3890	2.10169E-04	17.52
3891	2.36440E-02	19.57
3892	5.16772E-06	17.62
3893	5.16772E-07	16.62
3894	1.03354E-05	17.92
3895	1.03354E-06	16.92
3896	2.06709E-05	18.22
3897	2.06709E-06	17.22
3898	3.10063E-05	18.39
3899	3.10063E-06	17.39
3900	4.13418E-05	18.52
3901	4.13418E-06	17.52
3902	2.06709E-03	19.62
3903	2.06709E-04	18.62
3904	2.06709E-05	17.62
3905	2.06709E-06	16.62
3906	4.13418E-04	18.92
3907	4.13418E-05	17.92
3908	4.13418E-06	16.92
3909	6.20127E-04	19.09
3910	8.26836E-04	19.22
3911	8.26836E-05	18.22
3912	8.26836E-06	17.22
3913	1.03354E-03	19.31
3914	1.24025E-03	19.39
3915	1.24025E-04	18.39
3916	1.24025E-05	17.39
3917	1.44696E-03	19.46
3918	1.65367E-03	19.52
3919	1.65367E-04	18.52
3920	1.65367E-05	17.52
3921	1.86038E-03	19.57
3922	6.97643E-03	19.79
3923	4.65095E-03	19.62
3924	4.65095E-04	18.62
3925	4.65095E-05	17.62
3926	4.65095E-06	16.62
3927	1.16274E-02	20.01
3928	9.30190E-03	19.92
3929	9.30190E-04	18.92
3930	9.30190E-05	17.92
3931	9.30190E-06	16.92
3932	1.39529E-02	20.09
3933	1.39529E-03	19.09
3934	1.86038E-03	19.22
3935	1.86038E-04	18.22
3936	1.86038E-05	17.22
3937	2.32548E-03	19.31
3938	2.79057E-03	19.39
3939	2.79057E-04	18.39
3940	2.79057E-05	17.39
3941	3.25567E-03	19.46
3942	3.72076E-03	19.52
3943	3.72076E-04	18.52
3944	3.72076E-05	17.52
3945	4.18586E-03	19.57
3946	1.68812E-02	19.79
3947	1.12542E-02	19.62
3948	1.12542E-03	18.62
3949	1.12542E-04	17.62
3950	1.12542E-05	16.62
3951	2.81354E-02	20.01
3952	2.25083E-02	19.92
3953	2.25083E-03	18.92
3954	2.25083E-04	17.92
3955	2.25083E-05	16.92
3956	3.93895E-02	20.16
3957	3.37625E-02	20.09
3958	3.37625E-03	19.09
3959	4.50166E-02	20.22
3960	4.50166E-03	19.22
3961	4.50166E-04	18.22
3962	4.50166E-05	17.22
3963	5.62708E-03	19.31
3964	6.75249E-03	19.39
3965	6.75249E-04	18.39
3966	6.75249E-05	17.39
3967	7.87791E-03	19.46
3968	9.00332E-03	19.52
3969	9.00332E-04	18.52
3970	9.00332E-05	17.52
3971	1.01287E-02	19.57
3972	4.96101E-02	19.79
3973	3.30734E-02	19.62
3974	3.30734E-03	18.62
3975	3.30734E-04	17.62
3976	3.30734E-05	16.62
3977	8.26836E-02	20.01
3978	6.61468E-02	19.92
3979	6.61468E-03	18.92
3980	6.61468E-04	17.92
3981	6.61468E-05	16.92
3982	1.15757E-01	20.16
3983	9.92203E-02	20.09
3984	9.92203E-03	19.09
3985	1.32294E-01	20.22
3986	1.32294E-02	19.22
3987	1.32294E-03	18.22
3988	1.32294E-04	17.22
3989	1.65367E-02	19.31
3990	1.98441E-02	19.39
3991	1.98441E-03	18.39
3992	1.98441E-04	17.39
3993	2.31514E-02	19.46
3994	2.64587E-02	19.52
3995	2.64587E-03	18.52
3996	2.64587E-04	17.52
3997	2.97661E-02	19.57
3998	5.16772E-07	17.62
3999	5.16772E-08	16.62
4000	1.03354E-06	17.92
4001	1.03354E-07	16.92
4002	2.06709E-06	18.22
4003	2.06709E-07	17.22
4004	3.10063E-07	17.39
4005	4.13418E-07	17.52
4006	2.06709E-04	19.62
4007	2.06709E-05	18.62
4008	2.06709E-06	17.62
4009	2.06709E-07	16.62
4010	4.13418E-05	18.92
4011	4.13418E-06	17.92
4012	4.13418E-07	16.92
4013	6.20127E-05	19.09
4014	8.26836E-05	19.22
4015	8.26836E-06	18.22
4016	8.26836E-07	17.22
4017	1.03354E-04	19.31
4018	1.24025E-04	19.39
4019	1.24025E-05	18.39
4020	1.24025E-06	17.39
4021	1.44696E-04	19.46
4022	1.65367E-04	19.52
4023	1.65367E-05	18.52
4024	1.65367E-06	17.52
4025	1.86038E-04	19.57
4026	6.97643E-04	19.79
4027	4.65095E-04	19.62
4028	4.65095E-05	18.62
4029	4.65095E-06	17.62
4030	4.65095E-07	16.62
4031	1.16274E-03	20.01
4032	9.30190E-04	19.92
4033	9.30190E-05	18.92
4034	9.30190E-06	17.92
4035	9.30190E-07	16.92
4036	1.39529E-04	19.09
4037	1.86038E-04	19.22
4038	1.86038E-05	18.22
4039	1.86038E-06	17.22
4040	2.32548E-04	19.31
4041	2.79057E-04	19.39
4042	2.79057E-05	18.39
4043	2.79057E-06	17.39
4044	3.25567E-04	19.46
4045	3.72076E-04	19.52
4046	3.72076E-05	18.52
4047	3.72076E-06	17.52
4048	4.18586E-04	19.57
4049	1.68812E-03	19.79
4050	1.12542E-03	19.62
4051	1.12542E-04	18.62
4052	1.12542E-05	17.62
4053	1.12542E-06	16.62
4054	2.81354E-03	20.01
4055	2.25083E-03	19.92
4056	2.25083E-04	18.92
4057	2.25083E-05	17.92
4058	2.25083E-06	16.92
4059	3.93895E-03	20.16
4060	3.37625E-03	20.09
4061	3.37625E-04	19.09
4062	4.50166E-03	20.22
4063	4.50166E-04	19.22
4064	4.50166E-05	18.22
4065	4.50166E-06	17.22
4066	5.62708E-04	19.31
4067	6.75249E-04	19.39
4068	6.75249E-05	18.39
4069	6.75249E-06	17.39
4070	7.87791E-04	19.46
4071	9.00332E-04	19.52
4072	9.00332E-05	18.52
4073	9.00332E-06	17.52
4074	1.01287E-03	19.57
4075	4.96101E-03	19.79
4076	3.30734E-03	19.62
4077	3.30734E-04	18.62
4078	3.30734E-05	17.62
4079	3.30734E-06	16.62
4080	8.26836E-03	20.01
4081	6.61469E-03	19.92
4082	6.61469E-04	18.92
4083	6.61469E-05	17.92
4084	6.61469E-06	16.92
4085	1.15757E-02	20.16
4086	9.92203E-03	20.09
4087	9.92203E-04	19.09
4088	1.32294E-02	20.22
4089	1.32294E-03	19.22
4090	1.32294E-04	18.22
4091	1.32294E-05	17.22
4092	1.65367E-03	19.31
4093	1.98441E-03	19.39
4094	1.98441E-04	18.39
4095	1.98441E-05	17.39
4096	2.31514E-03	19.46
4097	2.64587E-03	19.52
4098	2.64587E-04	18.52
4099	2.64587E-05	17.52
4100	2.97661E-03	19.57
4101	5.16772E-07	17.62
4102	5.16772E-08	16.62
4103	1.03354E-06	17.92
4104	1.03354E-07	16.92
4105	2.06709E-06	18.22
4106	2.06709E-07	17.22
4107	3.10063E-07	17.39
4108	4.13418E-07	17.52
4109	2.06709E-04	19.62
4110	2.06709E-05	18.62
4111	2.06709E-06	17.62
4112	2.06709E-07	16.62
4113	4.13418E-05	18.92
4114	4.13418E-06	17.92
4115	4.13418E-07	16.92
4116	6.20127E-05	19.09
4117	8.26836E-05	19.22
4118	8.26836E-06	18.22
4119	8.26836E-07	17.22
4120	1.03354E-04	19.31
4121	1.24025E-04	19.39
4122	1.24025E-05	18.39
4123	1.24025E-06	17.39
4124	1.44696E-04	19.46
4125	1.65367E-04	19.52
4126	1.65367E-05	18.52
4127	1.65367E-06	17.52
4128	1.86038E-04	19.57
4129	6.97643E-04	19.79
4130	4.65095E-04	19.62
4131	4.65095E-05	18.62
4132	4.65095E-06	17.62
4133	4.65095E-07	16.62
4134	1.16274E-03	20.01
4135	9.30190E-04	19.92
4136	9.30190E-05	18.92
4137	9.30190E-06	17.92
4138	9.30190E-07	16.92
4139	1.39529E-04	19.09
4140	1.86038E-04	19.22
4141	1.86038E-05	18.22
4142	1.86038E-06	17.22
4143	2.32548E-04	19.31
4144	2.79057E-04	19.39
4145	2.79057E-05	18.39
4146	2.79057E-06	17.39
4147	3.25567E-04	19.46
4148	3.72076E-04	19.52
4149	3.72076E-05	18.52
4150	3.72076E-06	17.52
4151	4.18586E-04	19.57
4152	1.68812E-03	19.79
4153	1.12542E-03	19.62
4154	1.12542E-04	18.62
4155	1.12542E-05	17.62
4156	1.12542E-06	16.62
4157	2.81354E-03	20.01
4158	2.25083E-03	19.92
4159	2.25083E-04	18.92
4160	2.25083E-05	17.92
4161	2.25083E-06	16.92
4162	3.93895E-03	20.16
4163	3.37625E-03	20.09
4164	3.37625E-04	19.09
4165	4.50166E-03	20.22
4166	4.50166E-04	19.22
4167	4.50166E-05	18.22
4168	4.50166E-06	17.22
4169	5.62708E-04	19.31
4170	6.75249E-04	19.39
4171	6.75249E-05	18.39
4172	6.75249E-06	17.39
4173	7.87791E-04	19.46
4174	9.00332E-04	19.52
4175	9.00332E-05	18.52
4176	9.00332E-06	17.52
4177	1.01287E-03	19.57
4178	4.96101E-03	19.79
4179	3.30734E-03	19.62
4180	3.30734E-04	18.62
4181	3.30734E-05	17.62
4182	3.30734E-06	16.62
4183	8.26836E-03	20.01
4184	6.61469E-03	19.92
4185	6.61469E-04	18.92
4186	6.61469E-05	17.92
4187	6.61469E-06	16.92
4188	1.15757E-02	20.16
4189	9.92203E-03	20.09
4190	9.92203E-04	19.09
4191	1.32294E-02	20.22
4192	1.32294E-03	19.22
4193	1.32294E-04	18.22
4194	1.32294E-05	17.22
4195	1.65367E-03	19.31
4196	1.98441E-03	19.39
4197	1.98441E-04	18.39
4198	1.98441E-05	17.39
4199	2.31514E-03	19.46
4200	2.64587E-03	19.52
