GRAMS	Dust Mass(Msun)	Max C2H2 log(n/cm2)
10208	1.04587E-04	17.62
10209	1.04587E-05	16.62
10210	2.61468E-02	20.01
10211	2.09175E-02	19.92
10212	2.09175E-03	18.92
10213	2.09175E-04	17.92
10214	2.09175E-05	16.92
10215	3.66056E-02	20.16
10216	3.13762E-02	20.09
10217	3.13762E-03	19.09
10218	4.18349E-02	20.22
10219	4.18349E-03	19.22
10220	4.18349E-04	18.22
10221	4.18349E-05	17.22
10222	5.22937E-03	19.31
10223	6.27524E-03	19.39
10224	6.27524E-04	18.39
10225	6.27524E-05	17.39
10226	7.32112E-03	19.46
10227	8.36699E-03	19.52
10228	8.36699E-04	18.52
10229	8.36699E-05	17.52
10230	9.41286E-03	19.57
10231	8.22923E-05	18.62
10232	8.22923E-06	17.62
10233	8.22923E-07	16.62
10234	1.64585E-04	18.92
10235	1.64585E-05	17.92
10236	1.64585E-06	16.92
10237	2.46877E-04	19.09
10238	3.29169E-04	19.22
10239	3.29169E-05	18.22
10240	3.29169E-06	17.22
10241	4.93754E-05	18.39
10242	4.93754E-06	17.39
10243	6.58338E-05	18.52
10244	6.58338E-06	17.52
10245	1.85158E-03	19.62
10246	1.85158E-04	18.62
10247	1.85158E-05	17.62
10248	1.85158E-06	16.62
10249	3.70315E-04	18.92
10250	3.70315E-05	17.92
10251	3.70315E-06	16.92
10252	5.55473E-04	19.09
10253	7.40631E-04	19.22
10254	7.40631E-05	18.22
10255	7.40631E-06	17.22
10256	9.25788E-04	19.31
10257	1.11095E-03	19.39
10258	1.11095E-04	18.39
10259	1.11095E-05	17.39
10260	1.29610E-03	19.46
10261	1.48126E-03	19.52
10262	1.48126E-04	18.52
10263	1.48126E-05	17.52
10264	1.66642E-03	19.57
10265	6.72054E-03	19.79
10266	4.48036E-03	19.62
10267	4.48036E-04	18.62
10268	4.48036E-05	17.62
10269	4.48036E-06	16.62
10270	1.12009E-02	20.01
10271	8.96072E-03	19.92
10272	8.96072E-04	18.92
10273	8.96072E-05	17.92
10274	8.96072E-06	16.92
10275	1.56813E-02	20.16
10276	1.34411E-02	20.09
10277	1.34411E-03	19.09
10278	1.79214E-02	20.22
10279	1.79214E-03	19.22
10280	1.79214E-04	18.22
10281	1.79214E-05	17.22
10282	2.24018E-03	19.31
10283	2.68822E-03	19.39
10284	2.68822E-04	18.39
10285	2.68822E-05	17.39
10286	3.13625E-03	19.46
10287	3.58429E-03	19.52
10288	3.58429E-04	18.52
10289	3.58429E-05	17.52
10290	4.03232E-03	19.57
10291	1.97502E-02	19.79
10292	1.31668E-02	19.62
10293	1.31668E-03	18.62
10294	1.31668E-04	17.62
10295	1.31668E-05	16.62
10296	3.29169E-02	20.01
10297	2.63335E-02	19.92
10298	2.63335E-03	18.92
10299	2.63335E-04	17.92
10300	2.63335E-05	16.92
10301	4.60837E-02	20.16
10302	3.95003E-02	20.09
10303	3.95003E-03	19.09
10304	5.26671E-02	20.22
10305	5.26671E-03	19.22
10306	5.26671E-04	18.22
10307	5.26671E-05	17.22
10308	6.58339E-03	19.31
10309	7.90006E-03	19.39
10310	7.90006E-04	18.39
10311	7.90006E-05	17.39
10312	9.21674E-03	19.46
10313	1.05334E-02	19.52
10314	1.05334E-03	18.52
10315	1.05334E-04	17.52
10316	1.18501E-02	19.57
10317	2.06709E-05	18.62
10318	2.06709E-06	17.62
10319	2.06709E-07	16.62
10320	4.13418E-05	18.92
10321	4.13418E-06	17.92
10322	4.13418E-07	16.92
10323	6.20127E-05	19.09
10324	8.26836E-06	18.22
10325	8.26836E-07	17.22
10326	1.24025E-05	18.39
10327	1.24025E-06	17.39
10328	1.65367E-05	18.52
10329	1.65367E-06	17.52
10330	4.65095E-04	19.62
10331	4.65095E-05	18.62
10332	4.65095E-06	17.62
10333	4.65095E-07	16.62
10334	9.30190E-05	18.92
10335	9.30190E-06	17.92
10336	9.30190E-07	16.92
10337	1.39529E-04	19.09
10338	1.86038E-04	19.22
10339	1.86038E-05	18.22
10340	1.86038E-06	17.22
10341	2.32548E-04	19.31
10342	2.79057E-04	19.39
10343	2.79057E-05	18.39
10344	2.79057E-06	17.39
10345	3.25567E-04	19.46
10346	3.72076E-04	19.52
10347	3.72076E-05	18.52
10348	3.72076E-06	17.52
10349	4.18586E-04	19.57
10350	1.68812E-03	19.79
10351	1.12542E-03	19.62
10352	1.12542E-04	18.62
10353	1.12542E-05	17.62
10354	1.12542E-06	16.62
10355	2.81354E-03	20.01
10356	2.25083E-03	19.92
10357	2.25083E-04	18.92
10358	2.25083E-05	17.92
10359	2.25083E-06	16.92
10360	3.93895E-03	20.16
10361	3.37625E-03	20.09
10362	3.37625E-04	19.09
10363	4.50166E-04	19.22
10364	4.50166E-05	18.22
10365	4.50166E-06	17.22
10366	5.62708E-04	19.31
10367	6.75249E-04	19.39
10368	6.75249E-05	18.39
10369	6.75249E-06	17.39
10370	7.87791E-04	19.46
10371	9.00332E-04	19.52
10372	9.00332E-05	18.52
10373	9.00332E-06	17.52
10374	1.01287E-03	19.57
10375	4.96101E-03	19.79
10376	3.30734E-03	19.62
10377	3.30734E-04	18.62
10378	3.30734E-05	17.62
10379	3.30734E-06	16.62
10380	8.26836E-03	20.01
10381	6.61469E-03	19.92
10382	6.61469E-04	18.92
10383	6.61469E-05	17.92
10384	6.61469E-06	16.92
10385	1.15757E-02	20.16
10386	9.92203E-03	20.09
10387	9.92203E-04	19.09
10388	1.32294E-02	20.22
10389	1.32294E-03	19.22
10390	1.32294E-04	18.22
10391	1.32294E-05	17.22
10392	1.65367E-03	19.31
10393	1.98441E-03	19.39
10394	1.98441E-04	18.39
10395	1.98441E-05	17.39
10396	2.31514E-03	19.46
10397	2.64587E-03	19.52
10398	2.64587E-04	18.52
10399	2.64587E-05	17.52
10400	2.97661E-03	19.57
10401	2.06709E-05	18.62
10402	2.06709E-06	17.62
10403	2.06709E-07	16.62
10404	4.13418E-05	18.92
10405	4.13418E-06	17.92
10406	4.13418E-07	16.92
10407	6.20127E-05	19.09
10408	8.26836E-06	18.22
10409	8.26836E-07	17.22
10410	1.24025E-05	18.39
10411	1.24025E-06	17.39
10412	1.65367E-05	18.52
10413	1.65367E-06	17.52
10414	4.65095E-04	19.62
10415	4.65095E-05	18.62
10416	4.65095E-06	17.62
10417	4.65095E-07	16.62
10418	9.30190E-05	18.92
10419	9.30190E-06	17.92
10420	9.30190E-07	16.92
10421	1.39529E-04	19.09
10422	1.86038E-04	19.22
10423	1.86038E-05	18.22
10424	1.86038E-06	17.22
10425	2.32548E-04	19.31
10426	2.79057E-04	19.39
10427	2.79057E-05	18.39
10428	2.79057E-06	17.39
10429	3.25567E-04	19.46
10430	3.72076E-04	19.52
10431	3.72076E-05	18.52
10432	3.72076E-06	17.52
10433	4.18586E-04	19.57
10434	1.68812E-03	19.79
10435	1.12542E-03	19.62
10436	1.12542E-04	18.62
10437	1.12542E-05	17.62
10438	1.12542E-06	16.62
10439	2.81354E-03	20.01
10440	2.25083E-03	19.92
10441	2.25083E-04	18.92
10442	2.25083E-05	17.92
10443	2.25083E-06	16.92
10444	3.93895E-03	20.16
10445	3.37625E-03	20.09
10446	3.37625E-04	19.09
10447	4.50166E-04	19.22
10448	4.50166E-05	18.22
10449	4.50166E-06	17.22
10450	5.62708E-04	19.31
10451	6.75249E-04	19.39
10452	6.75249E-05	18.39
10453	6.75249E-06	17.39
10454	7.87791E-04	19.46
10455	9.00332E-04	19.52
10456	9.00332E-05	18.52
10457	9.00332E-06	17.52
10458	1.01287E-03	19.57
10459	4.96101E-03	19.79
10460	3.30734E-03	19.62
10461	3.30734E-04	18.62
10462	3.30734E-05	17.62
10463	3.30734E-06	16.62
10464	8.26836E-03	20.01
10465	6.61469E-03	19.92
10466	6.61469E-04	18.92
10467	6.61469E-05	17.92
10468	6.61469E-06	16.92
10469	1.15757E-02	20.16
10470	9.92203E-03	20.09
10471	9.92203E-04	19.09
10472	1.32294E-02	20.22
10473	1.32294E-03	19.22
10474	1.32294E-04	18.22
10475	1.32294E-05	17.22
10476	1.65367E-03	19.31
10477	1.98441E-03	19.39
10478	1.98441E-04	18.39
10479	1.98441E-05	17.39
10480	2.31514E-03	19.46
10481	2.64587E-03	19.52
10482	2.64587E-04	18.52
10483	2.64587E-05	17.52
10484	2.97661E-03	19.57
10485	2.06709E-05	18.62
10486	2.06709E-06	17.62
10487	2.06709E-07	16.62
10488	4.13418E-05	18.92
10489	4.13418E-06	17.92
10490	4.13418E-07	16.92
10491	6.20127E-05	19.09
10492	8.26836E-06	18.22
10493	8.26836E-07	17.22
10494	1.24025E-05	18.39
10495	1.24025E-06	17.39
10496	1.65367E-05	18.52
10497	1.65367E-06	17.52
10498	4.65095E-04	19.62
10499	4.65095E-05	18.62
10500	4.65095E-06	17.62
10501	4.65095E-07	16.62
10502	9.30190E-05	18.92
10503	9.30190E-06	17.92
10504	9.30190E-07	16.92
10505	1.39529E-04	19.09
10506	1.86038E-04	19.22
10507	1.86038E-05	18.22
10508	1.86038E-06	17.22
10509	2.32548E-04	19.31
10510	2.79057E-04	19.39
10511	2.79057E-05	18.39
10512	2.79057E-06	17.39
10513	3.25567E-04	19.46
10514	3.72076E-04	19.52
10515	3.72076E-05	18.52
10516	3.72076E-06	17.52
10517	4.18586E-04	19.57
10518	1.68812E-03	19.79
10519	1.12542E-03	19.62
10520	1.12542E-04	18.62
10521	1.12542E-05	17.62
10522	1.12542E-06	16.62
10523	2.81354E-03	20.01
10524	2.25083E-03	19.92
10525	2.25083E-04	18.92
10526	2.25083E-05	17.92
10527	2.25083E-06	16.92
10528	3.93895E-03	20.16
10529	3.37625E-03	20.09
10530	3.37625E-04	19.09
10531	4.50166E-04	19.22
10532	4.50166E-05	18.22
10533	4.50166E-06	17.22
10534	5.62708E-04	19.31
10535	6.75249E-04	19.39
10536	6.75249E-05	18.39
10537	6.75249E-06	17.39
10538	7.87791E-04	19.46
10539	9.00332E-04	19.52
10540	9.00332E-05	18.52
10541	9.00332E-06	17.52
10542	1.01287E-03	19.57
10543	4.96101E-03	19.79
10544	3.30734E-03	19.62
10545	3.30734E-04	18.62
10546	3.30734E-05	17.62
10547	3.30734E-06	16.62
10548	8.26836E-03	20.01
10549	6.61469E-03	19.92
10550	6.61469E-04	18.92
10551	6.61469E-05	17.92
10552	6.61469E-06	16.92
10553	1.15757E-02	20.16
10554	9.92203E-03	20.09
10555	9.92203E-04	19.09
10556	1.32294E-02	20.22
10557	1.32294E-03	19.22
10558	1.32294E-04	18.22
10559	1.32294E-05	17.22
10560	1.65367E-03	19.31
10561	1.98441E-03	19.39
10562	1.98441E-04	18.39
10563	1.98441E-05	17.39
10564	2.31514E-03	19.46
10565	2.64587E-03	19.52
10566	2.64587E-04	18.52
10567	2.64587E-05	17.52
10568	2.97661E-03	19.57
10569	3.27612E-05	18.62
10570	3.27612E-06	17.62
10571	3.27612E-07	16.62
10572	6.55223E-05	18.92
10573	6.55223E-06	17.92
10574	6.55223E-07	16.92
10575	9.82835E-05	19.09
10576	1.31045E-05	18.22
10577	1.31045E-06	17.22
10578	1.96567E-05	18.39
10579	1.96567E-06	17.39
10580	2.62089E-05	18.52
10581	2.62089E-06	17.52
10582	7.37126E-04	19.62
10583	7.37126E-05	18.62
10584	7.37126E-06	17.62
10585	7.37126E-07	16.62
10586	1.47425E-04	18.92
10587	1.47425E-05	17.92
10588	1.47425E-06	16.92
10589	2.21138E-04	19.09
10590	2.94850E-04	19.22
10591	2.94850E-05	18.22
10592	2.94850E-06	17.22
10593	3.68563E-04	19.31
10594	4.42276E-04	19.39
10595	4.42276E-05	18.39
10596	4.42276E-06	17.39
10597	5.15988E-04	19.46
10598	5.89701E-04	19.52
10599	5.89701E-05	18.52
10600	5.89701E-06	17.52
10601	6.63413E-04	19.57
10602	2.67549E-03	19.79
10603	1.78366E-03	19.62
10604	1.78366E-04	18.62
10605	1.78366E-05	17.62
10606	1.78366E-06	16.62
10607	4.45916E-03	20.01
10608	3.56733E-03	19.92
10609	3.56733E-04	18.92
10610	3.56733E-05	17.92
10611	3.56733E-06	16.92
10612	6.24282E-03	20.16
10613	5.35099E-03	20.09
10614	5.35099E-04	19.09
10615	7.13465E-04	19.22
10616	7.13465E-05	18.22
10617	7.13465E-06	17.22
10618	8.91832E-04	19.31
10619	1.07020E-03	19.39
10620	1.07020E-04	18.39
10621	1.07020E-05	17.39
10622	1.24856E-03	19.46
10623	1.42693E-03	19.52
10624	1.42693E-04	18.52
10625	1.42693E-05	17.52
10626	1.60530E-03	19.57
10627	7.86268E-03	19.79
10628	5.24179E-03	19.62
10629	5.24179E-04	18.62
10630	5.24179E-05	17.62
10631	5.24179E-06	16.62
10632	1.31045E-02	20.01
10633	1.04836E-02	19.92
10634	1.04836E-03	18.92
10635	1.04836E-04	17.92
10636	1.04836E-05	16.92
10637	1.83462E-02	20.16
10638	1.57254E-02	20.09
10639	1.57254E-03	19.09
10640	2.09671E-02	20.22
10641	2.09671E-03	19.22
10642	2.09671E-04	18.22
10643	2.09671E-05	17.22
10644	2.62089E-03	19.31
10645	3.14507E-03	19.39
10646	3.14507E-04	18.39
10647	3.14507E-05	17.39
10648	3.66925E-03	19.46
10649	4.19343E-03	19.52
10650	4.19343E-04	18.52
10651	4.19343E-05	17.52
10652	4.71761E-03	19.57
10653	3.27612E-05	18.62
10654	3.27612E-06	17.62
10655	3.27612E-07	16.62
10656	6.55223E-05	18.92
10657	6.55223E-06	17.92
10658	6.55223E-07	16.92
10659	9.82835E-05	19.09
10660	1.31045E-05	18.22
10661	1.31045E-06	17.22
10662	1.96567E-05	18.39
10663	1.96567E-06	17.39
10664	2.62089E-05	18.52
10665	2.62089E-06	17.52
10666	7.37126E-04	19.62
10667	7.37126E-05	18.62
10668	7.37126E-06	17.62
10669	7.37126E-07	16.62
10670	1.47425E-04	18.92
10671	1.47425E-05	17.92
10672	1.47425E-06	16.92
10673	2.21138E-04	19.09
10674	2.94850E-04	19.22
10675	2.94850E-05	18.22
10676	2.94850E-06	17.22
10677	3.68563E-04	19.31
10678	4.42276E-04	19.39
10679	4.42276E-05	18.39
10680	4.42276E-06	17.39
10681	5.15988E-04	19.46
10682	5.89701E-04	19.52
10683	5.89701E-05	18.52
10684	5.89701E-06	17.52
10685	6.63413E-04	19.57
10686	2.67549E-03	19.79
10687	1.78366E-03	19.62
10688	1.78366E-04	18.62
10689	1.78366E-05	17.62
10690	1.78366E-06	16.62
10691	4.45916E-03	20.01
10692	3.56733E-03	19.92
10693	3.56733E-04	18.92
10694	3.56733E-05	17.92
10695	3.56733E-06	16.92
10696	6.24282E-03	20.16
10697	5.35099E-03	20.09
10698	5.35099E-04	19.09
10699	7.13465E-04	19.22
10700	7.13465E-05	18.22
10701	7.13465E-06	17.22
10702	8.91832E-04	19.31
10703	1.07020E-03	19.39
10704	1.07020E-04	18.39
10705	1.07020E-05	17.39
10706	1.24856E-03	19.46
10707	1.42693E-03	19.52
10708	1.42693E-04	18.52
10709	1.42693E-05	17.52
10710	1.60530E-03	19.57
10711	7.86268E-03	19.79
10712	5.24179E-03	19.62
10713	5.24179E-04	18.62
10714	5.24179E-05	17.62
10715	5.24179E-06	16.62
10716	1.31045E-02	20.01
10717	1.04836E-02	19.92
10718	1.04836E-03	18.92
10719	1.04836E-04	17.92
10720	1.04836E-05	16.92
10721	1.83462E-02	20.16
10722	1.57254E-02	20.09
10723	1.57254E-03	19.09
10724	2.09671E-02	20.22
10725	2.09671E-03	19.22
10726	2.09671E-04	18.22
10727	2.09671E-05	17.22
10728	2.62089E-03	19.31
10729	3.14507E-03	19.39
10730	3.14507E-04	18.39
10731	3.14507E-05	17.39
10732	3.66925E-03	19.46
10733	4.19343E-03	19.52
10734	4.19343E-04	18.52
10735	4.19343E-05	17.52
10736	4.71761E-03	19.57
10737	3.27612E-05	18.62
10738	3.27612E-06	17.62
10739	3.27612E-07	16.62
10740	6.55223E-05	18.92
10741	6.55223E-06	17.92
10742	6.55223E-07	16.92
10743	9.82835E-05	19.09
10744	1.31045E-05	18.22
10745	1.31045E-06	17.22
10746	1.96567E-05	18.39
10747	1.96567E-06	17.39
10748	2.62089E-05	18.52
10749	2.62089E-06	17.52
10750	7.37126E-04	19.62
10751	7.37126E-05	18.62
10752	7.37126E-06	17.62
10753	7.37126E-07	16.62
10754	1.47425E-04	18.92
10755	1.47425E-05	17.92
10756	1.47425E-06	16.92
10757	2.21138E-04	19.09
10758	2.94850E-04	19.22
10759	2.94850E-05	18.22
10760	2.94850E-06	17.22
10761	3.68563E-04	19.31
10762	4.42276E-04	19.39
10763	4.42276E-05	18.39
10764	4.42276E-06	17.39
10765	5.15988E-04	19.46
10766	5.89701E-04	19.52
10767	5.89701E-05	18.52
10768	5.89701E-06	17.52
10769	6.63413E-04	19.57
10770	2.67549E-03	19.79
10771	1.78366E-03	19.62
10772	1.78366E-04	18.62
10773	1.78366E-05	17.62
10774	1.78366E-06	16.62
10775	4.45916E-03	20.01
10776	3.56733E-03	19.92
10777	3.56733E-04	18.92
10778	3.56733E-05	17.92
10779	3.56733E-06	16.92
10780	6.24282E-03	20.16
10781	5.35099E-03	20.09
10782	5.35099E-04	19.09
10783	7.13465E-04	19.22
10784	7.13465E-05	18.22
10785	7.13465E-06	17.22
10786	8.91832E-04	19.31
10787	1.07020E-03	19.39
10788	1.07020E-04	18.39
10789	1.07020E-05	17.39
10790	1.24856E-03	19.46
10791	1.42693E-03	19.52
10792	1.42693E-04	18.52
10793	1.42693E-05	17.52
10794	1.60530E-03	19.57
10795	7.86268E-03	19.79
10796	5.24179E-03	19.62
10797	5.24179E-04	18.62
10798	5.24179E-05	17.62
10799	5.24179E-06	16.62
10800	1.31045E-02	20.01
10801	1.04836E-02	19.92
10802	1.04836E-03	18.92
10803	1.04836E-04	17.92
10804	1.04836E-05	16.92
10805	1.83462E-02	20.16
10806	1.57254E-02	20.09
10807	1.57254E-03	19.09
10808	2.09671E-02	20.22
10809	2.09671E-03	19.22
10810	2.09671E-04	18.22
10811	2.09671E-05	17.22
10812	2.62089E-03	19.31
10813	3.14507E-03	19.39
10814	3.14507E-04	18.39
10815	3.14507E-05	17.39
10816	3.66925E-03	19.46
10817	4.19343E-03	19.52
10818	4.19343E-04	18.52
10819	4.19343E-05	17.52
10820	4.71761E-03	19.57
10821	2.06709E-05	18.62
10822	2.06709E-06	17.62
10823	2.06709E-07	16.62
10824	4.13418E-05	18.92
10825	4.13418E-06	17.92
10826	4.13418E-07	16.92
10827	8.26836E-06	18.22
10828	8.26836E-07	17.22
10829	1.24025E-05	18.39
10830	1.24025E-06	17.39
10831	1.65367E-05	18.52
10832	1.65367E-06	17.52
10833	4.65095E-05	18.62
10834	4.65095E-06	17.62
10835	4.65095E-07	16.62
10836	9.30190E-05	18.92
10837	9.30190E-06	17.92
10838	9.30190E-07	16.92
10839	1.39529E-04	19.09
10840	1.86038E-04	19.22
10841	1.86038E-05	18.22
10842	1.86038E-06	17.22
10843	2.32548E-04	19.31
10844	2.79057E-04	19.39
10845	2.79057E-05	18.39
10846	2.79057E-06	17.39
10847	3.25567E-04	19.46
10848	3.72076E-04	19.52
10849	3.72076E-05	18.52
10850	3.72076E-06	17.52
10851	4.18586E-04	19.57
10852	1.68812E-03	19.79
10853	1.12542E-03	19.62
10854	1.12542E-04	18.62
10855	1.12542E-05	17.62
10856	1.12542E-06	16.62
10857	2.81354E-03	20.01
10858	2.25083E-03	19.92
10859	2.25083E-04	18.92
10860	2.25083E-05	17.92
10861	2.25083E-06	16.92
10862	3.37625E-03	20.09
10863	3.37625E-04	19.09
10864	4.50166E-04	19.22
10865	4.50166E-05	18.22
10866	4.50166E-06	17.22
10867	5.62708E-04	19.31
10868	6.75249E-04	19.39
10869	6.75249E-05	18.39
10870	6.75249E-06	17.39
10871	7.87791E-04	19.46
10872	9.00332E-04	19.52
10873	9.00332E-05	18.52
10874	9.00332E-06	17.52
10875	1.01287E-03	19.57
10876	4.96101E-03	19.79
10877	3.30734E-03	19.62
10878	3.30734E-04	18.62
10879	3.30734E-05	17.62
10880	3.30734E-06	16.62
10881	8.26836E-03	20.01
10882	6.61469E-03	19.92
10883	6.61469E-04	18.92
10884	6.61469E-05	17.92
10885	6.61469E-06	16.92
10886	1.15757E-02	20.16
10887	9.92203E-03	20.09
10888	9.92203E-04	19.09
10889	1.32294E-02	20.22
10890	1.32294E-03	19.22
10891	1.32294E-04	18.22
10892	1.32294E-05	17.22
10893	1.65367E-03	19.31
10894	1.98441E-03	19.39
10895	1.98441E-04	18.39
10896	1.98441E-05	17.39
10897	2.31514E-03	19.46
10898	2.64587E-03	19.52
10899	2.64587E-04	18.52
10900	2.64587E-05	17.52
10901	2.97661E-03	19.57
10902	2.06709E-05	18.62
10903	2.06709E-06	17.62
10904	2.06709E-07	16.62
10905	4.13418E-05	18.92
10906	4.13418E-06	17.92
10907	4.13418E-07	16.92
10908	8.26836E-06	18.22
10909	8.26836E-07	17.22
10910	1.24025E-05	18.39
10911	1.24025E-06	17.39
10912	1.65367E-05	18.52
10913	1.65367E-06	17.52
10914	4.65095E-05	18.62
10915	4.65095E-06	17.62
10916	4.65095E-07	16.62
10917	9.30190E-05	18.92
10918	9.30190E-06	17.92
10919	9.30190E-07	16.92
10920	1.39529E-04	19.09
10921	1.86038E-04	19.22
10922	1.86038E-05	18.22
10923	1.86038E-06	17.22
10924	2.32548E-04	19.31
10925	2.79057E-04	19.39
10926	2.79057E-05	18.39
10927	2.79057E-06	17.39
10928	3.25567E-04	19.46
10929	3.72076E-04	19.52
10930	3.72076E-05	18.52
10931	3.72076E-06	17.52
10932	4.18586E-04	19.57
10933	1.68812E-03	19.79
10934	1.12542E-03	19.62
10935	1.12542E-04	18.62
10936	1.12542E-05	17.62
10937	1.12542E-06	16.62
10938	2.81354E-03	20.01
10939	2.25083E-03	19.92
10940	2.25083E-04	18.92
10941	2.25083E-05	17.92
10942	2.25083E-06	16.92
10943	3.37625E-03	20.09
10944	3.37625E-04	19.09
10945	4.50166E-04	19.22
10946	4.50166E-05	18.22
10947	4.50166E-06	17.22
10948	5.62708E-04	19.31
10949	6.75249E-04	19.39
10950	6.75249E-05	18.39
10951	6.75249E-06	17.39
10952	7.87791E-04	19.46
10953	9.00332E-04	19.52
10954	9.00332E-05	18.52
10955	9.00332E-06	17.52
10956	1.01287E-03	19.57
10957	4.96101E-03	19.79
10958	3.30734E-03	19.62
10959	3.30734E-04	18.62
10960	3.30734E-05	17.62
10961	3.30734E-06	16.62
10962	8.26836E-03	20.01
10963	6.61469E-03	19.92
10964	6.61469E-04	18.92
10965	6.61469E-05	17.92
10966	6.61469E-06	16.92
10967	1.15757E-02	20.16
10968	9.92203E-03	20.09
10969	9.92203E-04	19.09
10970	1.32294E-02	20.22
10971	1.32294E-03	19.22
10972	1.32294E-04	18.22
10973	1.32294E-05	17.22
10974	1.65367E-03	19.31
10975	1.98441E-03	19.39
10976	1.98441E-04	18.39
10977	1.98441E-05	17.39
10978	2.31514E-03	19.46
10979	2.64587E-03	19.52
10980	2.64587E-04	18.52
10981	2.64587E-05	17.52
10982	2.97661E-03	19.57
10983	2.06709E-05	18.62
10984	2.06709E-06	17.62
10985	2.06709E-07	16.62
10986	4.13418E-05	18.92
10987	4.13418E-06	17.92
10988	4.13418E-07	16.92
10989	8.26836E-06	18.22
10990	8.26836E-07	17.22
10991	1.24025E-05	18.39
10992	1.24025E-06	17.39
10993	1.65367E-05	18.52
10994	1.65367E-06	17.52
10995	4.65095E-04	19.62
10996	4.65095E-05	18.62
10997	4.65095E-06	17.62
10998	4.65095E-07	16.62
10999	9.30190E-05	18.92
11000	9.30190E-06	17.92
11001	9.30190E-07	16.92
11002	1.39529E-04	19.09
11003	1.86038E-04	19.22
11004	1.86038E-05	18.22
11005	1.86038E-06	17.22
11006	2.32548E-04	19.31
11007	2.79057E-04	19.39
11008	2.79057E-05	18.39
11009	2.79057E-06	17.39
11010	3.25567E-04	19.46
11011	3.72076E-04	19.52
11012	3.72076E-05	18.52
11013	3.72076E-06	17.52
11014	4.18586E-04	19.57
11015	1.68812E-03	19.79
11016	1.12542E-03	19.62
11017	1.12542E-04	18.62
11018	1.12542E-05	17.62
11019	1.12542E-06	16.62
11020	2.81354E-03	20.01
11021	2.25083E-03	19.92
11022	2.25083E-04	18.92
11023	2.25083E-05	17.92
11024	2.25083E-06	16.92
11025	3.37625E-03	20.09
11026	3.37625E-04	19.09
11027	4.50166E-04	19.22
11028	4.50166E-05	18.22
11029	4.50166E-06	17.22
11030	5.62708E-04	19.31
11031	6.75249E-04	19.39
11032	6.75249E-05	18.39
11033	6.75249E-06	17.39
11034	7.87791E-04	19.46
11035	9.00332E-04	19.52
11036	9.00332E-05	18.52
11037	9.00332E-06	17.52
11038	1.01287E-03	19.57
11039	4.96101E-03	19.79
11040	3.30734E-03	19.62
11041	3.30734E-04	18.62
11042	3.30734E-05	17.62
11043	3.30734E-06	16.62
11044	8.26836E-03	20.01
11045	6.61469E-03	19.92
11046	6.61469E-04	18.92
11047	6.61469E-05	17.92
11048	6.61469E-06	16.92
11049	1.15757E-02	20.16
11050	9.92203E-03	20.09
11051	9.92203E-04	19.09
11052	1.32294E-02	20.22
11053	1.32294E-03	19.22
11054	1.32294E-04	18.22
11055	1.32294E-05	17.22
11056	1.65367E-03	19.31
11057	1.98441E-03	19.39
11058	1.98441E-04	18.39
11059	1.98441E-05	17.39
11060	2.31514E-03	19.46
11061	2.64587E-03	19.52
11062	2.64587E-04	18.52
11063	2.64587E-05	17.52
11064	2.97661E-03	19.57
11065	3.27612E-05	18.62
11066	3.27612E-06	17.62
11067	3.27612E-07	16.62
11068	6.55223E-05	18.92
11069	6.55223E-06	17.92
11070	6.55223E-07	16.92
11071	1.31045E-05	18.22
11072	1.31045E-06	17.22
11073	1.96567E-05	18.39
11074	1.96567E-06	17.39
11075	2.62089E-05	18.52
11076	2.62089E-06	17.52
11077	7.37126E-05	18.62
11078	7.37126E-06	17.62
11079	7.37126E-07	16.62
11080	1.47425E-04	18.92
11081	1.47425E-05	17.92
11082	1.47425E-06	16.92
11083	2.21138E-04	19.09
11084	2.94850E-04	19.22
11085	2.94850E-05	18.22
11086	2.94850E-06	17.22
11087	3.68563E-04	19.31
11088	4.42276E-04	19.39
11089	4.42276E-05	18.39
11090	4.42276E-06	17.39
11091	5.15988E-04	19.46
11092	5.89701E-04	19.52
11093	5.89701E-05	18.52
11094	5.89701E-06	17.52
11095	6.63413E-04	19.57
11096	2.67549E-03	19.79
11097	1.78366E-03	19.62
11098	1.78366E-04	18.62
11099	1.78366E-05	17.62
11100	1.78366E-06	16.62
11101	4.45916E-03	20.01
11102	3.56733E-03	19.92
11103	3.56733E-04	18.92
11104	3.56733E-05	17.92
11105	3.56733E-06	16.92
11106	5.35099E-03	20.09
11107	5.35099E-04	19.09
11108	7.13465E-04	19.22
11109	7.13465E-05	18.22
11110	7.13465E-06	17.22
11111	8.91832E-04	19.31
11112	1.07020E-03	19.39
11113	1.07020E-04	18.39
11114	1.07020E-05	17.39
11115	1.24856E-03	19.46
11116	1.42693E-03	19.52
11117	1.42693E-04	18.52
11118	1.42693E-05	17.52
11119	1.60530E-03	19.57
11120	7.86268E-03	19.79
11121	5.24179E-03	19.62
11122	5.24179E-04	18.62
11123	5.24179E-05	17.62
11124	5.24179E-06	16.62
11125	1.31045E-02	20.01
11126	1.04836E-02	19.92
11127	1.04836E-03	18.92
11128	1.04836E-04	17.92
11129	1.04836E-05	16.92
11130	1.83462E-02	20.16
11131	1.57254E-02	20.09
11132	1.57254E-03	19.09
11133	2.09671E-02	20.22
11134	2.09671E-03	19.22
11135	2.09671E-04	18.22
11136	2.09671E-05	17.22
11137	2.62089E-03	19.31
11138	3.14507E-03	19.39
